Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
11A-15-CRGN-052A	SRST2_20160428	NC_019101	NC_019101	99.778	403.844	4snp6holes		0.149	2699	0.411	1738	00834	no
11A-15-CRGN-052A	SRST2_20160428	NC_019103	NC_019103	100.0	406.511	3snp		0.109	2750	0.413	1732	00838	no
11A-15-CRGN-052A	SRST2_20160428	NC_012916	NC_012916	99.741	404.683	4snp7holes		0.149	2699	0.413	1737	00841	no
11A-15-CRGN-052A	SRST2_20160428	NC_019279	NC_019279	100.0	399.42	3snp		0.111	2702	0.408	1736	00842	no
11A-15-CRGN-052A	SRST2_20160428	NC_024997	NC_024997	87.991	114.795	437snp9indel10802holes		0.552	89977	0.5	540	00262	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP009852	NZ_CP009852	76.26	108.297	662snp20indel18331holes		1.124	77248	0.5	642	01443	no
11A-15-CRGN-052A	SRST2_20160428	NC_019990	NC_019990	79.979	169.889	49snp5indel1166holes	edge2.0	1.047	5844	0.5	1468	01159	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP011614	NZ_CP011614	76.12	114.629	955snp29indel21973holes		1.362	92095	0.5	523	00520	no
11A-15-CRGN-052A	SRST2_20160428	NC_010499	NC_010499	83.204	106.905	1snp1150holes	edge0.0	0.018	6847	0.44	1400	01407	no
11A-15-CRGN-052A	SRST2_20160428	NC_019154	NC_019154	80.904	99.575	540snp16indel11809holes		1.078	61881	0.5	815	00472	no
11A-15-CRGN-052A	SRST2_20160428	NC_020280	NC_020280	77.061	131.154	6snp2indel1151holes	edge0.0	0.155	5022	0.462	1566	01709	no
11A-15-CRGN-052A	SRST2_20160428	NC_013780	NC_013780	98.207	166.763	51snp21indel64holes		1.41	3680	0.5	1673	01272	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP014698	NZ_CP014698	83.747	110.617	1157snp81indel16245holes		1.378	100196	0.5	449	01413	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP012164	NZ_CP012164	77.224	185.074	39snp8indel1919holes		0.597	8452	0.475	1314	01171	no
11A-15-CRGN-052A	SRST2_20160428	NC_011641	NC_011641	79.366	94.2	694snp23indel14022holes	edge0.0	1.285	68018	0.5	757	00847	no
11A-15-CRGN-052A	SRST2_20160428	NC_019346	NC_019346	87.18	101.538	782snp36indel8505holes		1.348	66531	0.5	772	01113	no
11A-15-CRGN-052A	SRST2_20160428	NC_014478	NC_014478	99.707	76.367	22snp14indel13holes		0.269	8187	0.4	1331	01194	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP011604	NZ_CP011604	100.0	394.081	1snp		0.031	3223	0.425	1702	00491	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP011652	NZ_CP011652	100.0	397.544	1snp		0.031	3223	0.425	1703	01053	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP012991	NZ_CP012991	100.0	393.636	3snp		0.093	3223	0.425	1704	00493	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP003994	NZ_CP003994	100.0	393.789	1snp		0.031	3223	0.42	1705	00494	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP011637	NZ_CP011637	100.0	393.228	1snp		0.031	3223	0.425	1706	00495	no
11A-15-CRGN-052A	SRST2_20160428	NC_021488	NC_021488	82.221	103.252	499snp16indel11119holes		0.969	62592	0.5	808	00358	no
11A-15-CRGN-052A	SRST2_20160428	NC_005246	NC_005246	81.98	84.041	848snp20indel10824holes		1.719	60145	0.495	825	00586	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP015075	NZ_CP015075	82.508	104.23	522snp10indel11112holes		0.996	63543	0.5	801	00361	no
11A-15-CRGN-052A	SRST2_20160428	NC_023027	NC_023027	82.494	104.152	520snp21indel11125holes		0.991	63578	0.5	800	00362	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP011640	NZ_CP011640	82.819	113.268	891snp24indel12545holes		1.471	73100	0.5	683	00137	no
11A-15-CRGN-052B	SRST2_20160428	NC_019151	NC_019151	99.959	310.334	2snp4indel		0.02	9803	0.092	1268	01147	no
11A-15-CRGN-052B	SRST2_20160428	NC_019083	NC_019083	87.297	280.617	518snp20indel4429holes	edge0.0	1.697	34945	0.5	1064	01377	no
11A-15-CRGN-052B	SRST2_20160428	NZ_CP008842	NZ_CP008842	93.196	161.121	57snp2indel13910holes		0.03	204468	0.5	112	01728	no
11A-15-CRGN-052C	SRST2_20160428	NZ_CP007733	NZ_CP007733	77.938	207.207	770snp27indel17724holes		1.228	80411	0.5	620	00647	no
11A-15-CRGN-052C	SRST2_20160428	NZ_CP011599	NZ_CP011599	81.792	155.388	914snp29indel15092holes		1.346	82986	0.5	601	00881	no
11A-15-CRGN-052C	SRST2_20160428	NZ_CP011632	NZ_CP011632	83.375	156.566	861snp30indel13889holes		1.234	83652	0.5	594	01395	no
11A-15-CRGN-052C	SRST2_20160428	NZ_CP011593	NZ_CP011593	85.462	170.301	785snp26indel10002holes		1.333	68910	0.5	746	00971	no
11A-15-CRGN-052C	SRST2_20160428	NZ_CP011609	NZ_CP011609	87.828	158.55	779snp31indel8574holes	edge0.0	1.256	70610	0.5	705	01489	no
11A-15-CRGN-052C	SRST2_20160428	NC_019151	NC_019151	99.959	165.518	2snp4indel		0.02	9803	0.087	1268	01147	no
11A-15-CRGN-052C	SRST2_20160428	NC_024997	NC_024997	88.985	220.584	355snp15indel9899holes		0.443	89977	0.499	540	00262	no
11A-15-CRGN-052C	SRST2_20160428	NC_021488	NC_021488	82.439	192.839	500snp16indel10984holes	del1	0.969	62592	0.5	808	00358	no
11A-15-CRGN-052C	SRST2_20160428	NZ_CP011614	NZ_CP011614	78.16	185.949	938snp31indel20094holes		1.303	92095	0.5	523	00520	no
11A-15-CRGN-052C	SRST2_20160428	NZ_CP015071	NZ_CP015071	77.794	181.627	865snp18indel15415holes		1.6	69471	0.5	739	01642	no
11A-15-CRGN-052C	SRST2_20160428	NC_010499	NC_010499	100.0	252.44	1snp		0.015	6847	0.404	1400	01407	no
11A-15-CRGN-052C	SRST2_20160428	NC_019154	NC_019154	81.072	163.544	544snp17indel11705holes		1.084	61881	0.5	815	00472	no
11A-15-CRGN-052C	SRST2_20160428	NC_020280	NC_020280	78.315	442.332	14snp3indel1087holes	edge0.0	0.356	5022	0.468	1566	01709	no
11A-15-CRGN-052C	SRST2_20160428	NZ_CP014698	NZ_CP014698	87.088	154.023	1132snp83indel12896holes		1.297	100196	0.5	449	01413	no
11A-15-CRGN-052C	SRST2_20160428	NC_011641	NC_011641	80.517	152.961	716snp30indel13234holes	edge0.0	1.307	68018	0.5	757	00847	no
11A-15-CRGN-052C	SRST2_20160428	NC_019346	NC_019346	86.28	148.266	730snp26indel9113holes		1.271	66531	0.5	772	01113	no
11A-15-CRGN-052C	SRST2_20160428	NC_019368	NC_019368	75.393	190.504	760snp27indel21571holes		1.149	87731	0.5	563	01748	no
11A-15-CRGN-052C	SRST2_20160428	NC_014478	NC_014478	99.328	82.46	88snp6indel51holes		1.082	8187	0.495	1331	01194	no
11A-15-CRGN-052C	SRST2_20160428	NC_019049	NC_019049	100.0	86.125	5snp		0.125	4012	0.1	1649	01608	no
11A-15-CRGN-052C	SRST2_20160428	NZ_CP009852	NZ_CP009852	76.837	196.02	719snp27indel17880holes		1.211	77248	0.5	642	01443	no
11A-15-CRGN-052C	SRST2_20160428	NC_005246	NC_005246	82.654	138.507	869snp21indel10418holes		1.748	60145	0.5	825	00586	no
11A-15-CRGN-052C	SRST2_20160428	NZ_CP015075	NZ_CP015075	82.708	216.82	513snp10indel10986holes		0.976	63543	0.5	801	00361	no
11A-15-CRGN-052C	SRST2_20160428	NC_023027	NC_023027	82.711	216.509	508snp21indel10988holes		0.966	63578	0.5	800	00362	no
11A-15-CRGN-052C	SRST2_20160428	NZ_CP011640	NZ_CP011640	86.702	152.713	871snp25indel9707holes		1.374	73100	0.5	683	00137	no
11A-15-CRGN-052C	SRST2_20160428	NC_025134	NC_025134	76.638	164.467	594snp18indel21115holes		0.857	90439	0.5	538	00415	no
11A-15-CRGN-047A	SRST2_20160428	NZ_CP011604	NZ_CP011604	100.0	712.364	3snp		0.093	3223	0.412	1702	00491	no
11A-15-CRGN-047A	SRST2_20160428	NZ_CP011652	NZ_CP011652	100.0	717.225	3snp		0.093	3223	0.412	1703	01053	no
11A-15-CRGN-047A	SRST2_20160428	NZ_CP012991	NZ_CP012991	100.0	720.226	1snp		0.031	3223	0.41	1704	00493	no
11A-15-CRGN-047A	SRST2_20160428	NZ_CP003994	NZ_CP003994	100.0	707.386	3snp		0.093	3223	0.411	1705	00494	no
11A-15-CRGN-047A	SRST2_20160428	NZ_CP011637	NZ_CP011637	100.0	710.539	3snp		0.093	3223	0.412	1706	00495	no
11A-15-CRGN-047A	SRST2_20160428	NC_014107	NC_014107	77.449	148.647	680snp21indel44989holes		0.44	199562	0.5	117	01723	no
11A-15-CRGN-047A	SRST2_20160428	NC_019151	NC_019151	99.959	119.281	2snp4indel		0.02	9803	0.1	1268	01147	no
11A-15-CRGN-047A	SRST2_20160428	NZ_CP010383	NZ_CP010383	98.058	132.064	41snp4indel2064holes		0.039	106410	0.5	420	00422	no
11A-15-CRGN-047A	SRST2_20160428	NZ_CP010385	NZ_CP010385	98.064	131.991	41snp3indel2064holes		0.039	106698	0.5	417	00279	no
11A-15-CRGN-047A	SRST2_20160428	NZ_CP012169	NZ_CP012169	92.546	160.067	64snp7indel15714holes		0.033	210894	0.5	103	00037	no
11A-15-CRGN-047A	SRST2_20160428	NZ_CM002367	NZ_CM002367	100.0	502.66	1indel		0.0	2493	0.404	1754	00096	no
11A-15-CRGN-047A	SRST2_20160428	NZ_CP010389	NZ_CP010389	99.96	494.29	1indel		0.0	2496	0.407	1753	00097	no
11A-15-CRGN-047B	SRST2_20160428	NZ_CP011604	NZ_CP011604	100.0	576.527	3snp		0.093	3223	0.362	1702	00491	no
11A-15-CRGN-047B	SRST2_20160428	NZ_CP011652	NZ_CP011652	100.0	581.275	3snp		0.093	3223	0.362	1703	01053	no
11A-15-CRGN-047B	SRST2_20160428	NZ_CP012991	NZ_CP012991	100.0	583.641	1snp		0.031	3223	0.363	1704	00493	no
11A-15-CRGN-047B	SRST2_20160428	NZ_CP003994	NZ_CP003994	100.0	571.636	3snp		0.093	3223	0.36	1705	00494	no
11A-15-CRGN-047B	SRST2_20160428	NZ_CP011637	NZ_CP011637	100.0	576.355	3snp		0.093	3223	0.362	1706	00495	no
11A-15-CRGN-047B	SRST2_20160428	NC_014107	NC_014107	77.909	141.256	699snp18indel44073holes		0.45	199562	0.5	117	01723	no
11A-15-CRGN-047B	SRST2_20160428	NC_019151	NC_019151	99.959	120.794	2snp4indel		0.02	9803	0.103	1268	01147	no
11A-15-CRGN-047B	SRST2_20160428	NZ_CP010383	NZ_CP010383	98.058	124.616	39snp4indel2065holes		0.037	106410	0.496	420	00422	no
11A-15-CRGN-047B	SRST2_20160428	NZ_CP010385	NZ_CP010385	98.067	124.492	41snp3indel2060holes		0.039	106698	0.495	417	00279	no
11A-15-CRGN-047B	SRST2_20160428	NZ_CP012169	NZ_CP012169	92.709	151.652	71snp8indel15369holes		0.036	210894	0.496	103	00037	no
11A-15-CRGN-047B	SRST2_20160428	NZ_CM002367	NZ_CM002367	100.0	370.147	1indel		0.0	2493	0.458	1754	00096	no
11A-15-CRGN-047B	SRST2_20160428	NZ_CP010389	NZ_CP010389	99.96	368.909	1indel		0.0	2496	0.458	1753	00097	no
11A-1314-CRGN-145A	SRST2_20160428	NZ_CP009862	NZ_CP009862	83.905	304.935	122snp6indel12900holes		0.181	80186	0.5	622	00645	no
11A-1314-CRGN-145A	SRST2_20160428	NC_019151	NC_019151	99.959	246.846	2snp4indel		0.02	9803	0.081	1268	01147	no
11A-1314-CRGN-145A	SRST2_20160428	NC_014368	NC_014368	75.863	284.453	598snp49indel19109holes		0.993	79307	0.5	627	00648	no
11A-1314-CRGN-145A	SRST2_20160428	NC_023910	NC_023910	81.616	327.019	115snp13indel9807holes		0.264	53416	0.5	885	01102	no
11A-1314-CRGN-145A	SRST2_20160428	NC_011383	NC_011383	83.511	252.744	441snp23indel11637holes		0.747	70655	0.5	704	01488	no
11A-1314-CRGN-145A	SRST2_20160428	NC_024974	NC_024974	85.395	359.605	290snp14indel6310holes		0.785	43265	0.5	987	01718	no
11A-1314-CRGN-145A	SRST2_20160428	NZ_CP009853	NZ_CP009853	99.121	310.245	120snp8indel490holes		0.214	56557	0.5	856	00956	no
11A-1314-CRGN-145A	SRST2_20160428	NC_021622	NC_021622	78.815	343.23	39snp8indel11895holes		0.088	56171	0.5	857	00957	no
11A-1314-CRGN-145A	SRST2_20160428	NC_025186	NC_025186	76.082	330.917	58snp8indel14158holes		0.129	59228	0.499	836	00712	no
11A-1314-CRGN-145A	SRST2_20160428	NC_019087	NC_019087	82.117	300.315	339snp26indel7896holes		0.933	44216	0.5	970	01070	no
11A-1314-CRGN-145A	SRST2_20160428	NZ_CP009867	NZ_CP009867	93.213	332.712	61snp8indel3659holes		0.121	54000	0.5	877	01216	no
11A-1314-CRGN-145A	SRST2_20160428	NZ_CP011589	NZ_CP011589	99.543	330.272	65snp6indel264holes		0.11	59138	0.5	838	00716	no
11A-1314-CRGN-145A	SRST2_20160428	NC_022374	NC_022374	78.668	317.022	103snp13indel11586holes		0.241	54373	0.5	871	01222	no
11A-1314-CRGN-145A	SRST2_20160428	NC_011385	NC_011385	79.49	286.862	180snp4indel15507holes		0.299	75617	0.5	653	01555	no
11A-1314-CRGN-145A	SRST2_20160428	NC_019166	NC_019166	83.198	329.837	44snp3indel8529holes		0.104	50775	0.499	915	00813	no
11A-1314-CRGN-145A	SRST2_20160428	NZ_CP009858	NZ_CP009858	99.988	332.626	60snp6indel		0.119	50333	0.5	917	00815	no
11A-1314-CRGN-145A	SRST2_20160428	NC_019124	NC_019124	85.269	306.787	285snp12indel6031holes	edge0.0	0.815	40995	0.5	1010	01178	no
11A-1314-CRGN-145A	SRST2_20160428	NC_021664	NC_021664	89.529	253.03	400snp23indel5543holes		0.841	53081	0.5	893	01230	no
11A-1314-CRGN-145A	SRST2_20160428	NC_019033	NC_019033	85.205	335.475	315snp18indel6261holes	edge0.0	0.872	42379	0.5	993	01584	no
11A-1314-CRGN-145A	SRST2_20160428	NC_014208	NC_014208	82.1	351.616	43snp10indel9773holes		0.096	54641	0.5	868	01087	no
11A-1314-CRGN-145A	SRST2_20160428	NZ_CP012143	NZ_CP012143	79.146	342.091	305snp42indel8750holes		0.917	42002	0.5	999	01586	no
11A-1314-CRGN-145A	SRST2_20160428	NC_021660	NC_021660	90.142	256.045	450snp23indel5368holes		0.914	54605	0.5	869	01086	no
11A-1314-CRGN-145A	SRST2_20160428	NC_019098	NC_019098	83.941	334.12	292snp12indel6338holes	edge0.0	0.88	39510	0.5	1024	00864	no
11A-1314-CRGN-145A	SRST2_20160428	NC_023909	NC_023909	75.388	324.812	125snp13indel14318holes		0.285	58228	0.5	845	00823	no
11A-1314-CRGN-145A	SRST2_20160428	NC_025019	NC_025019	80.811	339.639	125snp6indel12572holes		0.236	65549	0.5	782	00726	no
11A-1314-CRGN-145A	SRST2_20160428	NZ_CP009864	NZ_CP009864	98.84	321.629	63snp6indel720holes		0.102	62589	0.5	809	00357	no
11A-1314-CRGN-145A	SRST2_20160428	NC_022375	NC_022375	75.065	351.395	37snp4indel14809holes		0.083	59395	0.499	829	00584	no
11A-1314-CRGN-145A	SRST2_20160428	NC_024967	NC_024967	83.42	305.141	242snp5indel12067holes		0.398	72800	0.5	686	00134	no
11A-1314-CRGN-145A	SRST2_20160428	NZ_CP014524	NZ_CP014524	97.253	342.742	58snp9indel1353holes		0.121	49467	0.5	925	00705	no
11A-1314-CRGN-145B	SRST2_20160428	NC_019151	NC_019151	99.959	131.757	2snp4indel		0.02	9803	0.098	1268	01147	no
11A-1314-CRGN-145B	SRST2_20160428	NZ_CP011651	NZ_CP011651	100.0	824.28	1indel		0.0	1916	0.055	1792	01334	no
11A-1314-CRGN-145B	SRST2_20160428	NZ_CP011603	NZ_CP011603	100.0	824.359	1indel		0.0	1916	0.057	1791	00994	no
11A-1314-CRGN-145B	SRST2_20160428	NC_023912	NC_023912	100.0	830.97	1snp		0.052	1917	0.056	1790	01352	no
11A-1314-CRGN-145B	SRST2_20160428	NC_011207	NC_011207	100.0	532.098	3snp		0.039	7621	0.18	1362	01827	no
11A-1314-CRGN-145B	SRST2_20160428	NC_019262	NC_019262	87.915	371.856	108snp8indel863holes		1.707	7191	0.188	1381	01537	no
N12-01148	SRST2_20160428	NC_017172	NC_017172	77.74	167.799	16snp2indel4518holes		0.101	20301	0.481	1164	01779	no
N12-01148	SRST2_20160428	NC_021728	NC_021728	84.791	162.252	11snp1indel3063holes		0.064	20139	0.5	1166	01781	no
N12-01148	SRST2_20160428	NC_021732	NC_021732	84.791	160.46	14snp1indel3063holes		0.082	20139	0.5	1167	01782	no
N12-01148	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.454	69.658	203snp2indel5221holes		0.185	114848	0.5	355	01671	no
N12-01148	SRST2_20160428	NC_020524	NC_020524	100.0	72.217	3snp		0.003	110967	0.213	383	00305	no
N12-01148	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	122.163	4snp7indel		0.004	112157	0.416	374	00173	no
N12-01148	SRST2_20160428	NC_023031	NC_023031	80.582	113.448	1104snp34indel22090holes		1.203	113866	0.5	361	00301	no
N12-02397	SRST2_20160428	NC_017172	NC_017172	77.553	185.082	12snp1indel4557holes		0.076	20301	0.5	1164	01779	no
N12-02397	SRST2_20160428	NC_021728	NC_021728	84.83	179.34	10snp1indel3055holes		0.059	20139	0.484	1166	01781	no
N12-02397	SRST2_20160428	NC_021732	NC_021732	84.83	177.673	13snp1indel3055holes		0.076	20139	0.484	1167	01782	no
N12-02397	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.433	70.923	195snp3indel5244holes		0.178	114848	0.5	355	01671	no
N12-02397	SRST2_20160428	NC_020524	NC_020524	100.0	73.657	3snp		0.003	110967	0.205	383	00305	no
N12-02397	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	136.203	4snp7indel		0.004	112157	0.391	374	00173	no
N12-02397	SRST2_20160428	NC_023031	NC_023031	80.535	130.348	1072snp31indel22146holes		1.169	113866	0.5	361	00301	no
N12-02399	SRST2_20160428	NC_017172	NC_017172	77.814	163.288	19snp1indel4504holes		0.12	20301	0.5	1164	01779	no
N12-02399	SRST2_20160428	NC_021728	NC_021728	84.816	158.415	8snp1indel3058holes		0.047	20139	0.483	1166	01781	no
N12-02399	SRST2_20160428	NC_021732	NC_021732	84.816	156.666	11snp1indel3058holes		0.064	20139	0.483	1167	01782	no
N12-02399	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.475	91.733	208snp2indel5197holes		0.19	114848	0.25	355	01671	no
N12-02399	SRST2_20160428	NC_020524	NC_020524	100.0	95.179	3snp		0.003	110967	0.188	383	00305	no
N12-02399	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	158.283	4snp7indel		0.004	112157	0.489	374	00173	no
N12-02399	SRST2_20160428	NC_023031	NC_023031	80.438	146.426	1087snp34indel22253holes		1.187	113866	0.5	361	00301	no
N12-02914	SRST2_20160428	NC_017172	NC_017172	77.587	161.368	11snp1indel4550holes		0.07	20301	0.5	1164	01779	no
N12-02914	SRST2_20160428	NC_021728	NC_021728	84.816	155.882	11snp1indel3058holes		0.064	20139	0.5	1166	01781	no
N12-02914	SRST2_20160428	NC_021732	NC_021732	84.816	154.075	14snp1indel3058holes		0.082	20139	0.5	1167	01782	no
N12-02914	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.458	64.145	204snp2indel5216holes		0.186	114848	0.5	355	01671	no
N12-02914	SRST2_20160428	NC_020524	NC_020524	100.0	66.497	3snp		0.003	110967	0.171	383	00305	no
N12-02914	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	110.254	4snp7indel		0.004	112157	0.394	374	00173	no
N12-02914	SRST2_20160428	NC_023031	NC_023031	80.107	102.747	1071snp32indel22631holes		1.174	113866	0.5	361	00301	no
N13-00339	SRST2_20160428	NC_017172	NC_017172	77.607	118.226	16snp1indel4546holes		0.102	20301	0.5	1164	01779	no
N13-00339	SRST2_20160428	NC_021728	NC_021728	84.816	115.066	13snp1indel3058holes		0.076	20139	0.5	1166	01781	no
N13-00339	SRST2_20160428	NC_021732	NC_021732	84.816	113.55	16snp1indel3058holes		0.094	20139	0.5	1167	01782	no
N13-00339	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.433	49.125	199snp3indel5244holes		0.182	114848	0.5	355	01671	no
N13-00339	SRST2_20160428	NC_020524	NC_020524	100.0	50.978	3snp		0.003	110967	0.212	383	00305	no
N13-00339	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	91.871	4snp7indel		0.004	112157	0.427	374	00173	no
N13-00339	SRST2_20160428	NC_023031	NC_023031	79.458	88.384	1018snp34indel23370holes		1.125	113866	0.5	361	00301	no
N13-00876	SRST2_20160428	NC_017172	NC_017172	77.543	156.141	11snp1indel4559holes		0.07	20301	0.5	1164	01779	no
N13-00876	SRST2_20160428	NC_021728	NC_021728	84.791	151.449	6snp1indel3063holes		0.035	20139	0.5	1166	01781	no
N13-00876	SRST2_20160428	NC_021732	NC_021732	84.791	149.724	9snp1indel3063holes		0.053	20139	0.5	1167	01782	no
N13-00876	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.448	72.311	203snp2indel5228holes		0.185	114848	0.389	355	01671	no
N13-00876	SRST2_20160428	NC_020524	NC_020524	100.0	75.332	3snp		0.003	110967	0.189	383	00305	no
N13-00876	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	139.725	4snp7indel		0.004	112157	0.492	374	00173	no
N13-00876	SRST2_20160428	NC_023031	NC_023031	80.319	133.735	1059snp39indel22385holes		1.158	113866	0.5	361	00301	no
N13-00895	SRST2_20160428	NC_017172	NC_017172	77.592	133.958	18snp1indel4549holes		0.114	20301	0.43	1164	01779	no
N13-00895	SRST2_20160428	NC_021728	NC_021728	84.816	130.571	9snp1indel3058holes		0.053	20139	0.496	1166	01781	no
N13-00895	SRST2_20160428	NC_021732	NC_021732	84.816	128.655	12snp1indel3058holes		0.07	20139	0.496	1167	01782	no
N13-00895	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.453	68.483	204snp3indel5221holes		0.186	114848	0.333	355	01671	no
N13-00895	SRST2_20160428	NC_020524	NC_020524	100.0	71.159	3snp		0.003	110967	0.184	383	00305	no
N13-00895	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	126.874	4snp7indel		0.004	112157	0.446	374	00173	no
N13-00895	SRST2_20160428	NC_023031	NC_023031	80.256	119.297	1085snp33indel22463holes		1.187	113866	0.5	361	00301	no
N13-00998	SRST2_20160428	NC_017172	NC_017172	77.528	106.796	8snp2indel4561holes		0.051	20301	0.5	1164	01779	no
N13-00998	SRST2_20160428	NC_021728	NC_021728	84.756	104.033	3snp1indel3070holes		0.018	20139	0.5	1166	01781	no
N13-00998	SRST2_20160428	NC_021732	NC_021732	84.756	102.653	6snp1indel3070holes		0.035	20139	0.5	1167	01782	no
N13-00998	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.423	49.005	198snp3indel5256holes		0.181	114848	0.5	355	01671	no
N13-00998	SRST2_20160428	NC_020524	NC_020524	100.0	50.792	3snp		0.003	110967	0.214	383	00305	no
N13-00998	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	95.602	4snp7indel		0.004	112157	0.444	374	00173	no
N13-00998	SRST2_20160428	NC_023031	NC_023031	79.916	91.778	1047snp32indel22849holes		1.15	113866	0.5	361	00301	no
N13-00999	SRST2_20160428	NC_017172	NC_017172	77.494	143.844	9snp1indel4569holes		0.057	20301	0.491	1164	01779	no
N13-00999	SRST2_20160428	NC_021728	NC_021728	84.776	139.712	6snp1indel3066holes		0.035	20139	0.467	1166	01781	no
N13-00999	SRST2_20160428	NC_021732	NC_021732	84.776	138.101	9snp1indel3066holes		0.053	20139	0.467	1167	01782	no
N13-00999	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.427	64.647	195snp4indel5250holes		0.178	114848	0.375	355	01671	no
N13-00999	SRST2_20160428	NC_020524	NC_020524	100.0	66.999	3snp		0.003	110967	0.258	383	00305	no
N13-00999	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	120.996	4snp7indel		0.004	112157	0.444	374	00173	no
N13-00999	SRST2_20160428	NC_023031	NC_023031	80.189	115.524	1068snp36indel22536holes		1.169	113866	0.5	361	00301	no
N13-01187	SRST2_20160428	NC_017172	NC_017172	77.558	150.086	10snp1indel4556holes		0.064	20301	0.5	1164	01779	no
N13-01187	SRST2_20160428	NC_021728	NC_021728	84.776	145.601	6snp1indel3066holes		0.035	20139	0.5	1166	01781	no
N13-01187	SRST2_20160428	NC_021732	NC_021732	84.776	143.677	9snp1indel3066holes		0.053	20139	0.5	1167	01782	no
N13-01187	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.449	68.593	201snp2indel5227holes		0.183	114848	0.476	355	01671	no
N13-01187	SRST2_20160428	NC_020524	NC_020524	100.0	70.928	3snp		0.003	110967	0.196	383	00305	no
N13-01187	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	137.032	4snp7indel		0.004	112157	0.484	374	00173	no
N13-01187	SRST2_20160428	NC_023031	NC_023031	80.288	131.819	1076snp34indel22425holes		1.177	113866	0.5	361	00301	no
N13-01535	SRST2_20160428	NC_017172	NC_017172	77.691	105.268	10snp2indel4528holes		0.063	20301	0.5	1164	01779	no
N13-01535	SRST2_20160428	NC_021728	NC_021728	84.776	102.359	10snp1indel3066holes		0.059	20139	0.5	1166	01781	no
N13-01535	SRST2_20160428	NC_021732	NC_021732	84.776	100.941	13snp1indel3066holes		0.076	20139	0.5	1167	01782	no
N13-02690	SRST2_20160428	NC_017172	NC_017172	77.543	169.314	12snp1indel4559holes		0.076	20301	0.471	1164	01779	no
N13-02690	SRST2_20160428	NC_021728	NC_021728	84.791	163.613	9snp1indel3063holes		0.053	20139	0.5	1166	01781	no
N13-02690	SRST2_20160428	NC_021732	NC_021732	84.791	162.053	12snp1indel3063holes		0.07	20139	0.5	1167	01782	no
N13-02690	SRST2_20160428	NZ_CP010398	NZ_CP010398	95.43	69.399	201snp4indel5246holes		0.183	114848	0.5	355	01671	no
N13-02690	SRST2_20160428	NC_020524	NC_020524	100.0	72.111	3snp		0.003	110967	0.217	383	00305	no
N13-02690	SRST2_20160428	NZ_CP010780	NZ_CP010780	99.996	136.758	4snp7indel		0.004	112157	0.408	374	00173	no
N13-02690	SRST2_20160428	NC_023031	NC_023031	80.333	132.004	1080snp32indel22375holes		1.18	113866	0.5	361	00301	no
N13-02775	SRST2_20160428	NC_017172	NC_017172	77.597	158.846	15snp1indel4548holes		0.095	20301	0.453	1164	01779	no
N13-02775	SRST2_20160428	NC_021728	NC_021728	84.816	153.883	7snp1indel3058holes		0.041	20139	0.5	1166	01781	no
N13-02775	SRST2_20160428	NC_021732	NC_021732	84.816	152.2	10snp1indel3058holes		0.059	20139	0.5	1167	01782	no
N13-02489	SRST2_20160428	NC_017172	NC_017172	77.809	170.667	15snp2indel4504holes		0.095	20301	0.5	1164	01779	no
N13-02489	SRST2_20160428	NC_021728	NC_021728	84.964	165.365	8snp1indel3028holes		0.047	20139	0.493	1166	01781	no
N13-02489	SRST2_20160428	NC_021732	NC_021732	84.964	163.497	11snp1indel3028holes		0.064	20139	0.493	1167	01782	no
